City Name,Latitude,Longitude,Temperature,Wind Speed,Cloudiness,Humidity,Country,Date
nizwa,22.9333,57.5333,80.35,3.83,4,29,OM,1650919544
concarneau,47.875,-3.9225,54.18,9.62,73,76,FR,1650919544
okmulgee,35.6234,-95.9605,64.31,14.97,0,39,US,1650919544
almere,52.3703,5.2141,49.91,3.0,100,66,NL,1650919545
asau,46.4333,26.4,50.94,6.62,2,84,RO,1650919545
nouadhibou,20.931,-17.0347,66.18,14.97,0,94,MR,1650919546
tchaourou,8.8865,2.5975,81.99,5.57,23,57,BJ,1650919546
kharan,28.5833,65.4167,84.06,5.46,2,14,PK,1650919546
ketchikan,55.3422,-131.6461,45.07,6.91,100,81,US,1650919547
yablonovo,50.8523,37.3574,52.68,6.87,76,64,RU,1650919547
tigzirt,36.8886,4.1198,59.49,9.33,87,84,DZ,1650919548
palmer,42.1584,-72.3287,64.99,1.99,100,24,US,1650919365
campbell river,50.0163,-125.2446,51.24,5.75,75,81,CA,1650919519
deputatskiy,69.3,139.9,7.41,0.38,100,95,RU,1650919548
sao geraldo do araguaia,-6.4006,-48.555,78.57,2.73,20,85,BR,1650919549
bemidji,47.4736,-94.8803,26.29,13.8,100,79,US,1650919451
akcakoca,41.0866,31.1162,59.02,2.37,100,82,TR,1650919549
kudat,6.8837,116.8477,78.73,5.01,20,89,MY,1650919550
pacifica,37.6138,-122.4869,62.44,18.41,0,73,US,1650919550
mombetsu,44.3525,143.3525,45.57,4.56,53,55,JP,1650919550
chiampo,45.5459,11.2796,55.42,4.0,86,85,IT,1650919551
saldanha,-33.0117,17.9442,53.65,14.38,0,78,ZA,1650919551
pringsewu,-5.3582,104.9744,73.2,1.21,95,96,ID,1650919552
morant bay,17.8815,-76.4093,85.62,11.63,32,70,JM,1650919553
mananjary,-21.2167,48.3333,71.46,4.5,43,87,MG,1650919553
teknaf,20.8624,92.3058,78.85,0.69,6,90,BD,1650919554
ballina,-28.8667,153.5667,60.3,2.3,100,93,AU,1650919554
mocuba,-16.8392,36.9856,70.45,2.71,17,98,MZ,1650919554
goure,13.9835,10.2704,90.41,9.42,100,15,NE,1650919555
canete,-37.8,-73.4,54.66,14.32,100,73,CL,1650919555
vila,42.0304,-8.1588,47.7,3.36,63,74,PT,1650919556
conde,-7.2597,-34.9075,80.06,10.36,75,83,BR,1650919556
souillac,-20.5167,57.5167,73.78,12.66,40,88,MU,1650919557
norman wells,65.282,-126.8329,42.84,5.75,75,61,CA,1650919557
asfi,32.2994,-9.2372,61.72,13.6,100,70,MA,1650919558
jacareacanga,-6.2222,-57.7528,79.03,2.17,87,90,BR,1650919558
nome,64.5011,-165.4064,30.27,0.0,100,93,US,1650919559
geraldton,-28.7667,114.6,70.21,13.8,100,56,AU,1650919488
limbe,4.0242,9.2149,79.34,6.2,73,86,CM,1650919559
labuhan,-6.8844,112.2051,78.67,3.47,97,85,ID,1650919560
bindura,-17.3019,31.3306,66.65,2.53,64,70,ZW,1650919560
sola,-13.8833,167.55,80.1,14.65,83,78,VU,1650919561
perth,-31.9333,115.8333,60.42,6.91,20,91,AU,1650919499
kralendijk,12.15,-68.2667,82.38,16.11,75,74,BQ,1650919561
cockburn town,21.4612,-71.1419,77.63,14.88,95,67,TC,1650919562
tommot,58.9564,126.2925,25.54,4.54,94,93,RU,1650919562
miranda,3.2499,-76.2281,75.33,0.45,98,90,CO,1650919563
la palma,33.8464,-118.0467,85.03,10.36,40,21,US,1650919563
mersing,2.4312,103.8405,75.11,4.61,20,94,MY,1650919563
waikuku,-43.3,172.6833,47.52,9.17,71,94,NZ,1650919564
tura,25.5198,90.2201,72.48,4.74,0,83,IN,1650919564
gasa,31.5,34.4667,66.31,5.57,0,80,PS,1650919565
port macquarie,-31.4333,152.9167,57.88,1.99,100,80,AU,1650919528
huilong,31.8111,121.655,67.93,9.08,100,99,CN,1650919565
muli,2.9167,73.5667,84.04,3.96,77,69,MV,1650919566
verkh-usugli,52.7,115.1667,25.56,5.66,100,60,RU,1650919566
cravo norte,6.3017,-70.2041,86.36,3.96,98,57,CO,1650919567
baghdad,33.3406,44.4009,71.51,3.44,75,56,IQ,1650919293
poum,-20.2333,164.0167,74.41,11.92,100,66,NC,1650919567
maple creek,49.9168,-109.4848,60.85,17.27,33,25,CA,1650919519
tskaltubo,42.3254,42.5979,59.94,3.44,0,67,GE,1650919568
roald,62.5833,6.1333,43.16,13.8,75,70,NO,1650919569
cordoba,-31.4135,-64.1811,77.58,10.36,0,31,AR,1650919360
waycross,31.2136,-82.354,86.95,3.44,0,38,US,1650919321
salalah,17.0151,54.0924,82.49,2.3,0,74,OM,1650919569
hambantota,6.1241,81.1185,79.79,3.4,13,84,LK,1650919570
el carmen,8.5106,-73.4478,74.73,2.33,100,82,CO,1650919570
palm beach,26.6503,-80.4498,80.82,11.68,84,66,US,1650919571
sokoto,13.0609,5.239,92.91,6.91,100,8,NG,1650919571
ashington,50.9331,-0.3909,47.79,7.9,19,78,GB,1650919572
lata,40.1629,-8.3327,58.82,1.36,73,80,PT,1650919572
pocinhos,-7.0767,-36.0611,70.09,9.57,100,92,BR,1650919573
maksatikha,57.797,35.8825,40.64,5.26,50,96,RU,1650919573
qarayeri,40.7886,46.3066,65.28,4.61,20,59,AZ,1650919574
saint-pierre,-21.3393,55.4781,72.7,5.75,75,77,RE,1650919575
sakakah,29.9697,40.2064,72.97,3.91,87,42,SA,1650919575
smoky lake,54.1169,-112.4686,53.64,18.41,62,35,CA,1650919575
nabire,-3.3667,135.4833,76.21,3.31,53,92,ID,1650919576
saint-augustin,51.226,-58.6502,38.39,7.47,99,98,CA,1650919391
viedma,-40.8135,-62.9967,60.4,18.03,100,26,AR,1650919576
payette,44.0782,-116.9338,68.63,6.91,0,26,US,1650919577
salym,60.0625,71.4789,36.48,4.72,100,99,RU,1650919577
aloleng,16.1307,119.7824,81.75,8.68,76,72,PH,1650919578
almaznyy,48.0448,40.045,58.19,4.99,100,70,RU,1650919578
gramado,-29.3786,-50.8739,72.7,1.01,83,73,BR,1650919579
colac,-38.3333,143.5833,52.18,5.23,88,91,AU,1650919579
oum hadjer,13.2954,19.6966,90.52,12.59,98,31,TD,1650919580
honavar,14.2833,74.45,81.84,3.8,36,86,IN,1650919580
howard springs,-12.497,131.047,76.1,1.61,100,98,AU,1650919581
kruisfontein,-34.0033,24.7314,54.88,7.23,1,85,ZA,1650919581
urengoy,65.9667,78.3667,-0.81,5.84,68,99,RU,1650919582
araouane,18.9048,-3.5265,81.81,9.44,0,19,ML,1650919582
resistencia,-27.4606,-58.9839,85.06,8.77,99,83,AR,1650919522
vysotsk,60.6288,28.5705,38.3,5.01,100,97,RU,1650919582
kisesa,-3.0833,34.15,62.42,4.54,68,95,TZ,1650919583
lompoc,34.6391,-120.4579,70.14,18.41,0,60,US,1650919583
san cristobal,7.7669,-72.225,71.78,3.71,57,55,VE,1650919584
mareeba,-17.0,145.4333,70.41,2.01,85,97,AU,1650919584
vanimo,-2.6741,141.3028,77.05,5.35,95,91,PG,1650919585
karpogory,64.0019,44.4451,34.0,6.46,100,94,RU,1650919585
elat,29.5581,34.9482,78.64,12.66,0,22,IL,1650919585
billings,45.7833,-108.5007,62.29,10.36,20,25,US,1650919503
ust-tsilma,65.441,52.1498,32.02,3.31,100,89,RU,1650919586
kontagora,10.3999,5.4695,88.0,4.16,27,33,NG,1650919587
puerto suarez,-18.95,-57.8,91.76,11.5,75,58,BO,1650919587
comodoro rivadavia,-45.8667,-67.5,58.86,13.8,0,36,AR,1650919501
nipawin,53.3668,-104.0009,33.84,8.05,0,40,CA,1650919519
isangel,-19.55,169.2667,77.02,16.71,100,71,VU,1650919588
caravelas,-17.7125,-39.2481,77.02,4.36,1,80,BR,1650919589
rurrenabaque,-14.4413,-67.5278,91.29,6.91,40,70,BO,1650919589
tecoanapa,16.5167,-98.75,86.88,11.72,7,52,MX,1650919589
westport,41.1415,-73.3579,57.81,9.22,0,41,US,1650919590
linares,-35.85,-71.6,55.49,5.23,100,91,CL,1650919590
apartado,7.883,-76.6259,91.26,6.91,20,58,CO,1650919591
raga,8.4596,25.678,78.03,3.87,74,64,SS,1650919591
tautira,-17.7333,-149.15,80.83,11.03,8,74,PF,1650919592
kita,13.0349,-9.4895,92.61,6.06,4,14,ML,1650919592
astana,51.1801,71.446,37.35,4.47,0,44,KZ,1650919593
garoua,9.3,13.4,89.26,4.74,84,40,CM,1650919593
claveria,18.6074,121.0832,78.71,8.34,25,85,PH,1650919593
ambulu,-8.345,113.6058,75.47,3.51,55,90,ID,1650919594
mahibadhoo,3.7833,72.9667,84.04,2.46,37,67,MV,1650919594
sturgis,41.7992,-85.4192,56.07,9.22,100,58,US,1650919595
acarau,-2.8856,-40.12,78.93,11.88,38,86,BR,1650919595
mehamn,71.0357,27.8492,28.31,28.88,84,87,NO,1650919595
hammerfest,70.6634,23.6821,27.05,19.57,100,80,NO,1650919596
vyshhorod,50.5848,30.4898,55.53,6.51,100,83,UA,1650919596
yaan,7.3833,8.5667,85.08,8.25,81,61,NG,1650919597
kongolo,-5.3833,27.0,70.16,1.59,89,95,CD,1650919597
chichihualco,17.6833,-99.65,91.18,2.66,16,21,MX,1650919598
pueblo,38.2545,-104.6091,56.14,4.61,0,38,US,1650919535
pundaguitan,6.3711,126.1689,81.61,6.58,100,77,PH,1650919598
dolinsk,47.35,142.8,34.38,5.03,100,80,RU,1650919599
martapura,-3.4167,114.85,77.09,4.61,100,100,ID,1650919599
seoul,37.5683,126.9778,61.41,8.05,100,88,KR,1650919305
new plymouth,-39.0667,174.0833,57.07,3.98,25,80,NZ,1650919600
guaraniacu,-25.1008,-52.8781,69.12,3.78,4,83,BR,1650919600
aripuana,-9.1667,-60.6333,82.02,1.9,76,71,BR,1650919586
lac-au-saumon,48.421,-67.3476,42.8,8.77,100,89,CA,1650919600
bautista,15.8112,120.4737,77.02,5.97,61,81,PH,1650919601
debre tabor,11.85,38.0167,61.63,0.38,90,45,ET,1650919601
marawi,7.9986,124.2928,69.93,2.77,100,91,PH,1650919602
agadez,19.75,10.25,85.32,4.18,0,9,NE,1650919602
pangkalanbuun,-2.6833,111.6167,74.12,2.77,95,99,ID,1650919603
bardiyah,31.7561,25.0865,64.47,6.11,76,68,LY,1650919603
bahia de caraquez,-0.6,-80.4167,84.38,8.95,95,82,EC,1650919604
erenhot,43.6475,111.9767,34.11,21.54,0,28,CN,1650919604
ternate,0.8,127.4,80.8,2.73,100,80,ID,1650919604
dothan,31.2232,-85.3905,83.25,10.36,75,49,US,1650919502
zhanaozen,43.3,52.8,65.12,12.73,5,24,KZ,1650919605
meulaboh,4.1363,96.1285,75.83,2.57,100,91,ID,1650919605
ban phai,16.06,102.731,80.82,9.95,32,59,TH,1650919606
la carolina,38.2756,-3.6153,55.45,2.82,10,60,ES,1650919606
kakogawa,34.7667,134.85,66.06,11.65,100,87,JP,1650919606
lazaro cardenas,17.9583,-102.2,83.59,11.45,73,49,MX,1650919597
sokoni,-6.4333,39.55,80.46,9.69,63,79,TZ,1650919607
homer,59.6425,-151.5483,40.91,4.61,100,88,US,1650919345
les cayes,18.2,-73.75,80.15,6.85,82,69,HT,1650919608
nianzishan,47.5167,122.8833,36.81,6.51,71,86,CN,1650919608
cap malheureux,-19.9842,57.6142,73.47,1.99,27,81,MU,1650919609
sao miguel do iguacu,-25.3481,-54.2378,85.08,5.91,4,77,BR,1650919609
lakes entrance,-37.8811,147.981,46.17,3.94,32,91,AU,1650919609
salinopolis,-0.6136,-47.3561,78.69,10.89,100,88,BR,1650919610
bumba,2.1833,22.4667,73.4,0.51,69,88,CD,1650919610
voyvozh,62.892,54.9635,33.51,3.96,100,95,RU,1650919611
yefremov,53.1481,38.0992,53.26,7.65,100,76,RU,1650919611
daura,11.5538,11.4085,91.38,11.21,33,33,NG,1650919612
ocara,-4.4908,-38.5967,76.32,3.56,66,85,BR,1650919612
gejiu,23.306,103.1635,56.07,1.57,0,57,CN,1650919613
hami,42.8,93.45,61.21,24.54,98,25,CN,1650919613
wuwei,37.9281,102.6414,53.87,1.86,0,32,CN,1650919614
